Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Croydon,Female,30 to 34,White,Murder,Charge or Summons,Apr-07
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,May-07
1,Croydon,Male,35 to 39,White,Murder,Charge or Summons,May-07
1,Wandsworth,Male,40 to 44,White,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,10 to 14,Black ,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,10 to 14,Black ,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,15 to 19,White,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,10 to 14,Black ,Murder,Charge or Summons,Apr-07
1,Waltham Forest,Male,15 to 19,Mixed,Murder,Charge or Summons,May-07
1,Newham,Female,30 to 34,Asian ,Murder,Charge or Summons,May-07
1,Westminster,Female,30 to 34,Other ,Murder,Charge or Summons,Nov-07
1,Bromley,Male,30 to 34,White,Murder,Charge or Summons,Apr-07
1,Bromley,Male,30 to 34,White,Murder,Charge or Summons,Jun-07
1,Southwark,Male,25 to 29,Other ,Murder,Charge or Summons,Aug-07
1,Southwark,Female,20 to 24,Other ,Murder,Charge or Summons,Aug-07
1,Enfield,Male,60 to 64,White,Manslaughter,Charge or Summons,May-08
1,Redbridge,Male,25 to 29,Black ,Murder,Charge or Summons,May-07
1,Newham,Male,25 to 29,Black ,Murder,Charge or Summons,May-07
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Mar-08
1,Greenwich,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-08
1,Greenwich,Male,20 to 24,Mixed,Murder,Charge or Summons,Mar-08
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-07
1,Lewisham,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jun-07
1,Lewisham,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Aug-07
1,Lewisham,Male,25 to 29,Black ,Murder,Charge or Summons,Feb-08
1,Havering,Male,25 to 29,White,Manslaughter,Charge or Summons,May-07
1,Croydon,Female,25 to 29,Black ,Murder,Charge or Summons,Dec-07
1,Bromley,Male,25 to 29,White,Murder,Charge or Summons,May-07
1,Bromley,Male,20 to 24,White,Murder,Charge or Summons,May-07
1,Islington,Male,20 to 24,Black ,Murder,Charge or Summons,May-07
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,May-07
1,Hillingdon,Male,15 to 19,White,Murder,Charge or Summons,Sep-07
1,Ealing,Male,55 to 59,White,Murder,Charge or Summons,Jun-07
1,Ealing,Female,35 to 39,White,Murder,Charge or Summons,Sep-07
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-07
1,Westminster,Female,25 to 29,Asian ,Murder,Charge or Summons,Jun-07
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,Jun-07
1,Havering,Male,25 to 29,White,Murder,Charge or Summons,Jun-07
1,Havering,Male,25 to 29,White,Murder,Charge or Summons,Jun-07
1,Havering,Male,20 to 24,White,Murder,Charge or Summons,Jun-07
1,Havering,Male,20 to 24,White,Murder,Charge or Summons,Sep-08
1,Lambeth,Male,20 to 24,White,Murder,Charge or Summons,Jun-07
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Jun-07
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Jun-07
1,Lambeth,Female,35 to 39,SCE Not Recorded,Murder,Charge or Summons,Sep-07
1,Tower Hamlets,Male,25 to 29,White,Murder,Charge or Summons,Jun-07
1,Tower Hamlets,Female,20 to 24,White,Murder,Charge or Summons,Jul-07
1,Newham,Male,45 to 49,White,Murder,Charge or Summons,Sep-07
1,Ealing,Male,35 to 39,Asian ,Murder,Charge or Summons,Jul-07
1,Lambeth,Male,20 to 24,SCE Not Recorded,Murder,Charge or Summons,Aug-18
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Aug-18
1,Bromley,Male,20 to 24,White,Murder,Accused is Deceased,Feb-08
1,Newham,Male,15 to 19,Mixed,Murder,Charge or Summons,Jun-07
1,Barnet,Female,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-07
1,Barnet,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Jul-07
1,Barnet,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Jul-07
1,Wandsworth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jun-07
1,Wandsworth,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jun-07
1,Wandsworth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jun-07
1,Wandsworth,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Jun-07
1,Wandsworth,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jun-07
1,Wandsworth,Male,20 to 24,Other ,Murder,Charge or Summons,Nov-07
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-07
1,Havering,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-07
1,Havering,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-07
1,Hammersmith & Fulham,Male,15 to 19,Other ,Murder,Charge or Summons,Jun-07
1,Hammersmith & Fulham,Male,45 to 49,Other ,Murder,Charge or Summons,Jun-07
1,Hammersmith & Fulham,Female,20 to 24,Other ,Murder,Charge or Summons,Jul-07
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-07
1,Croydon,Female,15 to 19,White,Murder,Charge or Summons,Jun-07
1,Haringey,Male,35 to 39,White,Murder,Charge or Summons,Jun-07
1,Kingston Upon Thames,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-07
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-07
1,Bromley,Male,15 to 19,Mixed,Murder,Charge or Summons,Jun-08
1,Bromley,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-08
1,Bromley,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-09
1,Bromley,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-09
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-07
1,Islington,Male,20 to 24,White,Murder,Charge or Summons,Jul-07
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-07
1,Islington,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-07
1,Redbridge,Male,15 to 19,Asian ,Murder,Charge or Summons,Jul-07
1,Camden,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Jul-07
1,Enfield,Male,45 to 49,White,Murder,Charge or Summons,Jul-07
1,Enfield,Male,25 to 29,White,Murder,Charge or Summons,Jul-07
1,Hillingdon,Male,45 to 49,White,Murder,Charge or Summons,Jul-07
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-13
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-13
1,Barking & Dagenham,Male,25 to 29,White,Murder,Charge or Summons,Jul-07
1,Enfield,Male,30 to 34,Other ,Murder,Charge or Summons,Jul-07
1,Greenwich,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-07
1,Greenwich,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-07
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-07
1,Hammersmith & Fulham,Male,15 to 19,Mixed,Murder,Charge or Summons,Oct-07
1,Hammersmith & Fulham,Male,20 to 24,Mixed,Murder,Charge or Summons,Nov-07
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-07
1,Lambeth,Male,20 to 24,Mixed,Murder,Charge or Summons,Jul-07
1,Lambeth,Female,15 to 19,White,Murder,Charge or Summons,Jul-07
1,Lambeth,Male,20 to 24,Mixed,Murder,Charge or Summons,Aug-07
1,Lambeth,Male,15 to 19,Asian ,Murder,Charge or Summons,Jan-08
1,Camden,Male,40 to 44,White,Murder,Charge or Summons,Aug-07
1,Southwark,Female,45 to 49,Black ,Murder,Charge or Summons,Apr-08
1,Waltham Forest,Male,25 to 29,Mixed,Murder,Charge or Summons,Aug-07
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-07
1,Redbridge,Male,30 to 34,Asian ,Murder,Charge or Summons,Aug-07
1,Brent,Male,30 to 34,White,Murder,Charge or Summons,Dec-07
1,Haringey,Female,25 to 29,White,Murder,Charge or Summons,Aug-07
1,Haringey,Male,30 to 34,White,Murder,Charge or Summons,Aug-07
1,Haringey,Male,35 to 39,White,Murder,Charge or Summons,Aug-07
1,Tower Hamlets,Female,25 to 29,Asian ,Murder,Charge or Summons,Sep-07
1,Camden,Male,40 to 44,Person declines to define ethnicity,Murder,Charge or Summons,Aug-07
1,Enfield,Male,30 to 34,White,Murder,Charge or Summons,Nov-07
1,Waltham Forest,Male,35 to 39,Black ,Murder,Charge or Summons,Aug-07
1,Barking & Dagenham,Female,20 to 24,Black ,Murder,Charge or Summons,Dec-07
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-07
1,Croydon,Male,25 to 29,White,Murder,Charge or Summons,Aug-07
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Aug-07
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Aug-07
1,Greenwich,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-07
1,Hounslow,Male,65 and over,White,Murder,Charge or Summons,Aug-07
1,Hackney,Female,25 to 29,White,Manslaughter,Charge or Summons,Nov-08
1,Westminster,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-07
1,Greenwich,Female,35 to 39,Black ,Murder,Charge or Summons,Sep-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-07
1,Ealing,Male,10 to 14,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,10 to 14,Mixed,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,10 to 14,White,Murder,Charge or Summons,Dec-07
1,Ealing,Male,10 to 14,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Ealing,Male,10 to 14,Mixed,Murder,Charge or Summons,Dec-07
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-08
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-08
1,Ealing,Male,10 to 14,Black ,Murder,Charge or Summons,Jan-08
1,Ealing,Male,10 to 14,Black ,Murder,Charge or Summons,Jan-08
1,Ealing,Male,15 to 19,Asian ,Murder,Charge or Summons,Mar-08
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-08
1,Ealing,Male,15 to 19,White,Murder,Charge or Summons,Apr-08
1,Hammersmith & Fulham,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-07
1,Hammersmith & Fulham,Male,20 to 24,Mixed,Murder,Charge or Summons,Dec-07
1,Greenwich,Male,40 to 44,White,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,30 to 34,White,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,45 to 49,White,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,20 to 24,White,Murder,Charge or Summons,Jan-08
1,Waltham Forest,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-07
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-07
1,Waltham Forest,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-07
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-07
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-07
1,Hounslow,Male,30 to 34,White,Murder,Charge or Summons,Sep-07
1,Camden,Female,25 to 29,White,Murder,Charge or Summons,Sep-07
1,Lambeth,Male,25 to 29,SCE Not Recorded,Murder,Charge or Summons,Dec-07
1,Waltham Forest,Female,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Feb-08
1,Waltham Forest,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Feb-08
1,Lewisham,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Mar-08
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-07
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-07
1,Lewisham,Male,35 to 39,Black ,Murder,Charge or Summons,Oct-07
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-08
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-09
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-09
1,Brent,Male,40 to 44,Asian ,Murder,Accused is Deceased,Aug-10
1,Southwark,Male,45 to 49,White,Murder,Charge or Summons,Oct-07
1,Bexley,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Oct-07
1,Bexley,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,Oct-07
1,Bexley,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Oct-07
1,Southwark,Male,45 to 49,White,Murder,Charge or Summons,Apr-08
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Mar-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-08
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,Mar-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-08
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-08
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Aug-08
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-09
1,Barnet,Female,30 to 34,SCE Not Recorded,Murder,Accused is Deceased,Mar-08
1,Haringey,Male,25 to 29,White,Manslaughter,Charge or Summons,Dec-07
1,Haringey,Male,25 to 29,White,Manslaughter,Charge or Summons,Dec-07
1,Haringey,Male,25 to 29,White,Manslaughter,Charge or Summons,Feb-08
1,Lewisham,Male,65 and over,White,Murder,Charge or Summons,Nov-07
1,Haringey,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-07
1,Havering,Male,20 to 24,White,Murder,Charge or Summons,Nov-07
1,Hackney,Male,15 to 19,Mixed,Murder,Charge or Summons,Nov-07
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-09
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-07
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-07
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Westminster,Male,30 to 34,White,Manslaughter,Charge or Summons,Aug-09
1,Newham,Male,40 to 44,White,Murder,Charge or Summons,Dec-07
1,Sutton,Male,20 to 24,Other ,Murder,Charge or Summons,Dec-07
1,Sutton,Male,20 to 24,Mixed,Murder,Charge or Summons,Jan-08
1,Sutton,Male,25 to 29,Other ,Murder,Charge or Summons,Feb-08
1,Sutton,Male,15 to 19,Other ,Murder,Charge or Summons,Mar-08
1,Sutton,Male,50 to 54,Person declines to define ethnicity,Murder,Accused is Deceased,Jan-08
1,Bromley,Male,20 to 24,Other ,Murder,Charge or Summons,Dec-07
1,Southwark,Male,50 to 54,White,Murder,Charge or Summons,Dec-07
1,Southwark,Male,40 to 44,White,Murder,Charge or Summons,Dec-07
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-07
1,Croydon,Male,15 to 19,Other ,Murder,Charge or Summons,Dec-07
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Mixed,Murder,Charge or Summons,Jul-08
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-08
1,Redbridge,Male,35 to 39,Asian ,Murder,Charge or Summons,Dec-07
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,Jan-08
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-13
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-13
1,Enfield,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-18
1,Lambeth,Male,55 to 59,White,Murder,Charge or Summons,Jan-08
1,Bexley,Male,30 to 34,White,Murder,Charge or Summons,Feb-08
1,Bexley,Male,30 to 34,White,Murder,Charge or Summons,Feb-08
1,Brent,Male,30 to 34,White,Murder,Charge or Summons,Jan-08
1,Lambeth,Male,35 to 39,Black ,Murder,Charge or Summons,Jan-08
1,Wandsworth,Male,25 to 29,White,Manslaughter,Charge or Summons,Jan-08
1,Enfield,Male,15 to 19,Mixed,Murder,Charge or Summons,Jan-08
1,Barnet,Male,30 to 34,Black ,Murder,Charge or Summons,Jan-08
1,Islington,Male,30 to 34,Black ,Murder,Charge or Summons,Aug-08
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-08
1,Ealing,Male,65 and over,Black ,Murder,Charge or Summons,Jun-08
1,Ealing,Male,20 to 24,White,Murder,Charge or Summons,Jun-08
1,Ealing,Male,20 to 24,White,Murder,Charge or Summons,Jun-08
1,Ealing,Male,25 to 29,White,Murder,Charge or Summons,Jun-08
1,Ealing,Male,20 to 24,White,Murder,Charge or Summons,Jul-08
1,Merton,Male,35 to 39,White,Murder,Charge or Summons,Jan-08
1,Merton,Female,40 to 44,White,Murder,Charge or Summons,Jun-08
1,Camden,Male,45 to 49,Other ,Murder,Charge or Summons,Feb-08
1,Newham,Male,35 to 39,Black ,Murder,Charge or Summons,May-08
1,Hillingdon,Male,25 to 29,White,Murder,Charge or Summons,Feb-08
1,Wandsworth,Male,20 to 24,White,Murder,Charge or Summons,Apr-08
1,Wandsworth,Male,20 to 24,White,Murder,Charge or Summons,Apr-08
1,Wandsworth,Male,20 to 24,White,Murder,Charge or Summons,Apr-08
1,Croydon,Male,30 to 34,White,Murder,Charge or Summons,Feb-08
1,Greenwich,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-08
1,Greenwich,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-08
1,Greenwich,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Greenwich,Male,15 to 19,SCE Not Recorded,Murder,Charge or Summons,Jul-08
1,Merton,Male,35 to 39,White,Murder,Charge or Summons,Feb-08
1,Westminster,Male,15 to 19,Other ,Murder,Charge or Summons,Jul-08
1,Merton,Male,20 to 24,White,Murder,Charge or Summons,Feb-08
1,Merton,Male,20 to 24,White,Murder,Charge or Summons,Sep-08
1,Merton,Male,20 to 24,White,Murder,Charge or Summons,Sep-08
1,Hounslow,Male,45 to 49,Person declines to define ethnicity,Manslaughter,Charge or Summons,May-10
1,Brent,Male,45 to 49,White,Murder,Charge or Summons,Mar-08
1,Brent,Male,40 to 44,Black ,Murder,Charge or Summons,Mar-08
1,Enfield,Male,15 to 19,Mixed,Murder,Charge or Summons,Mar-08
1,Hackney,Female,40 to 44,Black ,Murder,Charge or Summons,Mar-08
1,Lambeth,Male,40 to 44,Person declines to define ethnicity,Murder,Charge or Summons,Jun-10
1,Lambeth,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jun-10
1,Islington,Male,40 to 44,White,Manslaughter,Charge or Summons,Apr-08
1,Enfield,Male,45 to 49,Black ,Murder,Charge or Summons,Mar-08
1,Hackney,Male,60 to 64,Black ,Murder,Charge or Summons,Apr-08
1,Harrow,Male,35 to 39,White,Murder,Charge or Summons,Mar-08
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Mar-09
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-09
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-10
1,Hackney,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-10
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-10
1,Hackney,Male,20 to 24,Asian ,Murder,Charge or Summons,Apr-08
1,Westminster,Male,15 to 19,White,Murder,Charge or Summons,Mar-08
1,Waltham Forest,Male,65 and over,White,Murder,Charge or Summons,Apr-08
1,Southwark,Male,40 to 44,Other ,Murder,Charge or Summons,Apr-08
1,Enfield,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Enfield,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Enfield,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Redbridge,Male,20 to 24,Mixed,Murder,Charge or Summons,Apr-08
1,Greenwich,Male,20 to 24,White,Manslaughter,Charge or Summons,Jun-08
1,Hackney,Male,45 to 49,Black ,Murder,Charge or Summons,Apr-08
1,Merton,Male,45 to 49,Black ,Murder,Charge or Summons,Apr-08
1,Barking & Dagenham,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Barking & Dagenham,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-08
1,Tower Hamlets,Male,20 to 24,Black ,Murder,Charge or Summons,May-08
1,Waltham Forest,Male,35 to 39,Other ,Murder,Charge or Summons,Apr-08
1,Bexley,Female,25 to 29,White,Murder,Charge or Summons,Apr-08
1,Bexley,Male,20 to 24,White,Murder,Charge or Summons,Apr-08
1,Brent,Male,45 to 49,White,Murder,Charge or Summons,May-08
1,Westminster,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Westminster,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Westminster,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Westminster,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-08
1,Westminster,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-08
1,Westminster,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-08
1,Westminster,Male,20 to 24,Asian ,Murder,Charge or Summons,Mar-10
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,May-08
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,May-08
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Jul-09
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-09
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-09
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-09
1,Brent,Male,40 to 44,Black ,Murder,Charge or Summons,May-08
1,Brent,Female,25 to 29,White,Murder,Charge or Summons,Jul-08
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,May-08
1,Haringey,Male,30 to 34,White,Murder,Charge or Summons,May-08
1,Haringey,Female,25 to 29,White,Murder,Charge or Summons,Jun-09
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Southwark,Male,20 to 24,Black ,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,Other ,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,Other ,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,White,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Barnet,Male,45 to 49,Black ,Murder,Charge or Summons,May-08
1,Lewisham,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,May-08
1,Westminster,Male,15 to 19,Black ,Murder,Charge or Summons,May-08
1,Greenwich,Female,15 to 19,Black ,Manslaughter,Charge or Summons,Apr-09
1,Greenwich,Female,10 to 14,White,Manslaughter,Charge or Summons,Apr-09
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,May-08
1,Greenwich,Female,15 to 19,White,Murder,Charge or Summons,Sep-08
1,Greenwich,Female,15 to 19,White,Murder,Charge or Summons,Sep-08
1,Greenwich,Female,20 to 24,White,Murder,Charge or Summons,Sep-08
1,Barnet,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-08
1,Barnet,Male,15 to 19,Mixed,Murder,Charge or Summons,Jun-08
1,Camden,Male,15 to 19,Mixed,Murder,Charge or Summons,May-09
1,Camden,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Camden,Male,20 to 24,Black ,Murder,Charge or Summons,May-09
1,Bexley,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,May-08
1,Lambeth,Male,45 to 49,White,Murder,Charge or Summons,Jul-08
1,Sutton,Female,35 to 39,Asian ,Murder,Charge or Summons,Oct-08
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-08
1,Lambeth,Male,20 to 24,SCE Not Recorded,Murder,Charge or Summons,Jun-08
1,Enfield,Male,35 to 39,SCE Not Recorded,Murder,Charge or Summons,Jun-08
1,Brent,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Sep-08
1,Brent,Male,35 to 39,Asian ,Murder,Charge or Summons,Sep-09
1,Tower Hamlets,Female,20 to 24,Asian ,Murder,Charge or Summons,May-09
1,Merton,Male,35 to 39,White,Murder,Charge or Summons,Jun-08
1,Merton,Female,35 to 39,White,Murder,Charge or Summons,Jun-08
1,Islington,Male,30 to 34,Black ,Murder,Charge or Summons,Jul-08
1,Southwark,Male,15 to 19,Black ,Murder,Charge or Summons,Jul-08
1,Islington,Male,20 to 24,Black ,Murder,Charge or Summons,Jun-08
1,Lewisham,Male,30 to 34,Mixed,Murder,Charge or Summons,Jul-08
